Month,DivisionCode,Division,CPI Index,YoY %
2020-02-01,overall,Overall CPI,122.4,1.32
2020-03-01,01,Food & Beverages,134.1,1.21
2020-03-01,02,Alcoholic Beverages & Tobacco,168.0,0.3
2020-03-01,03,Clothing & Footwear,93.6,-1.27
2020-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",122.6,1.57
2020-03-01,05,Furnishings & Household Maintenance,117.0,0.78
2020-03-01,06,Health,124.0,1.39
2020-03-01,07,Transport,104.0,-8.85
2020-03-01,08,Information & Communication,97.5,1.46
2020-03-01,09,"Recreation, Sport & Culture",112.3,0.72
2020-03-01,10,Education,120.9,1.26
2020-03-01,11,Restaurant & Accommodation Services,132.5,0.91
2020-03-01,12,Insurance & Financial Services,109.9,0.0
2020-03-01,13,Personal Care & Miscellaneous,115.1,2.58
2020-03-01,overall,Overall CPI,120.9,-0.17
2020-04-01,01,Food & Beverages,133.9,1.21
2020-04-01,02,Alcoholic Beverages & Tobacco,168.0,0.18
2020-04-01,03,Clothing & Footwear,93.6,-1.16
2020-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",118.0,-2.24
2020-04-01,05,Furnishings & Household Maintenance,116.5,0.34
2020-04-01,06,Health,124.0,1.22
2020-04-01,07,Transport,90.0,-21.47
2020-04-01,08,Information & Communication,97.5,1.56
2020-04-01,09,"Recreation, Sport & Culture",112.3,0.63
2020-04-01,10,Education,120.8,1.17
2020-04-01,11,Restaurant & Accommodation Services,132.5,0.68
2020-04-01,12,Insurance & Financial Services,109.9,0.0
2020-04-01,13,Personal Care & Miscellaneous,114.9,2.32
2020-04-01,overall,Overall CPI,117.6,-2.89
2020-05-01,01,Food & Beverages,134.3,1.21
2020-05-01,02,Alcoholic Beverages & Tobacco,168.1,0.18
2020-05-01,03,Clothing & Footwear,93.6,-1.06
2020-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",117.9,-2.64
2020-05-01,05,Furnishings & Household Maintenance,116.3,-0.17
2020-05-01,06,Health,124.0,1.22
2020-05-01,07,Transport,90.9,-20.82
2020-05-01,08,Information & Communication,97.5,1.56
2020-05-01,09,"Recreation, Sport & Culture",112.3,0.72
2020-05-01,10,Education,120.7,1.0
2020-05-01,11,Restaurant & Accommodation Services,132.6,0.91
2020-05-01,12,Insurance & Financial Services,109.9,0.0
2020-05-01,13,Personal Care & Miscellaneous,115.5,2.85
2020-05-01,overall,Overall CPI,117.9,-2.88
2020-06-01,01,Food & Beverages,134.9,1.58
2020-06-01,02,Alcoholic Beverages & Tobacco,168.2,0.18
2020-06-01,03,Clothing & Footwear,93.5,-1.06
2020-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",117.9,-2.64
2020-06-01,05,Furnishings & Household Maintenance,116.4,-0.17
2020-06-01,06,Health,124.1,1.14
2020-06-01,07,Transport,98.0,-14.34
2020-06-01,08,Information & Communication,97.5,1.56
2020-06-01,09,"Recreation, Sport & Culture",112.3,0.63
2020-06-01,10,Education,120.5,0.84
2020-06-01,11,Restaurant & Accommodation Services,132.1,0.3
2020-06-01,12,Insurance & Financial Services,109.9,0.0
2020-06-01,13,Personal Care & Miscellaneous,116.0,3.02
2020-06-01,overall,Overall CPI,119.1,-1.89
2020-07-01,01,Food & Beverages,135.0,1.35
2020-07-01,02,Alcoholic Beverages & Tobacco,168.4,0.3
2020-07-01,03,Clothing & Footwear,93.5,-0.64
2020-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",117.9,-2.64
2020-07-01,05,Furnishings & Household Maintenance,116.7,-0.09
2020-07-01,06,Health,124.2,1.14
2020-07-01,07,Transport,102.8,-10.3
2020-07-01,08,Information & Communication,97.5,1.56
2020-07-01,09,"Recreation, Sport & Culture",112.3,0.72
2020-07-01,10,Education,121.0,1.17
2020-07-01,11,Restaurant & Accommodation Services,132.0,0.15
2020-07-01,12,Insurance & Financial Services,109.9,0.0
2020-07-01,13,Personal Care & Miscellaneous,116.3,2.92
2020-07-01,overall,Overall CPI,119.9,-1.32
2020-08-01,01,Food & Beverages,135.2,1.27
2020-08-01,02,Alcoholic Beverages & Tobacco,168.5,0.3
2020-08-01,03,Clothing & Footwear,93.5,-0.64
2020-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",118.1,-2.96
2020-08-01,05,Furnishings & Household Maintenance,116.7,-0.09
2020-08-01,06,Health,124.3,1.06
2020-08-01,07,Transport,103.2,-9.87
2020-08-01,08,Information & Communication,97.5,1.56
2020-08-01,09,"Recreation, Sport & Culture",112.2,0.63
2020-08-01,10,Education,121.0,1.09
2020-08-01,11,Restaurant & Accommodation Services,132.1,0.08
2020-08-01,12,Insurance & Financial Services,109.9,0.0
2020-08-01,13,Personal Care & Miscellaneous,117.1,3.08
2020-08-01,overall,Overall CPI,120.1,-1.4
2020-09-01,01,Food & Beverages,135.1,1.43
2020-09-01,02,Alcoholic Beverages & Tobacco,168.7,0.48
2020-09-01,03,Clothing & Footwear,93.5,-0.64
2020-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",118.1,-2.96
2020-09-01,05,Furnishings & Household Maintenance,116.8,0.09
2020-09-01,06,Health,124.3,1.14
2020-09-01,07,Transport,103.2,-9.95
2020-09-01,08,Information & Communication,97.5,1.56
2020-09-01,09,"Recreation, Sport & Culture",112.3,0.09
2020-09-01,10,Education,121.1,0.75
2020-09-01,11,Restaurant & Accommodation Services,132.3,0.08
2020-09-01,12,Insurance & Financial Services,109.9,0.0
2020-09-01,13,Personal Care & Miscellaneous,117.1,2.72
2020-09-01,overall,Overall CPI,120.1,-1.4
2020-10-01,01,Food & Beverages,135.3,1.5
2020-10-01,02,Alcoholic Beverages & Tobacco,168.7,0.48
2020-10-01,03,Clothing & Footwear,93.4,-0.43
2020-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",118.1,-2.96
2020-10-01,05,Furnishings & Household Maintenance,116.8,0.09
2020-10-01,06,Health,124.4,1.14
2020-10-01,07,Transport,103.1,-10.19
2020-10-01,08,Information & Communication,97.5,0.0
2020-10-01,09,"Recreation, Sport & Culture",112.4,0.18
2020-10-01,10,Education,121.1,0.67
2020-10-01,11,Restaurant & Accommodation Services,132.3,0.08
2020-10-01,12,Insurance & Financial Services,109.9,0.0
2020-10-01,13,Personal Care & Miscellaneous,117.0,2.81
2020-10-01,overall,Overall CPI,120.2,-1.48
2020-11-01,01,Food & Beverages,135.1,1.35
2020-11-01,02,Alcoholic Beverages & Tobacco,168.8,0.48
2020-11-01,03,Clothing & Footwear,93.4,-0.53
2020-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",118.2,-3.27
2020-11-01,05,Furnishings & Household Maintenance,116.7,-0.09
2020-11-01,06,Health,124.4,0.97
2020-11-01,07,Transport,102.1,-11.06
2020-11-01,08,Information & Communication,97.5,0.0
2020-11-01,09,"Recreation, Sport & Culture",112.4,0.09
2020-11-01,10,Education,121.0,0.58
2020-11-01,11,Restaurant & Accommodation Services,132.3,0.0
2020-11-01,12,Insurance & Financial Services,109.9,0.0
2020-11-01,13,Personal Care & Miscellaneous,116.9,2.27
2020-11-01,overall,Overall CPI,120.0,-1.72
2020-12-01,01,Food & Beverages,135.8,1.42
2020-12-01,02,Alcoholic Beverages & Tobacco,168.8,0.6
2020-12-01,03,Clothing & Footwear,93.4,-0.43
2020-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",118.2,-3.27
2020-12-01,05,Furnishings & Household Maintenance,116.8,-0.09
2020-12-01,06,Health,124.4,0.97
2020-12-01,07,Transport,105.2,-8.44
2020-12-01,08,Information & Communication,97.5,0.0
2020-12-01,09,"Recreation, Sport & Culture",112.4,0.18
2020-12-01,10,Education,121.0,0.58
2020-12-01,11,Restaurant & Accommodation Services,132.3,-0.15
2020-12-01,12,Insurance & Financial Services,109.9,0.09
2020-12-01,13,Personal Care & Miscellaneous,116.7,2.19
2020-12-01,overall,Overall CPI,120.6,-1.39
2021-01-01,01,Food & Beverages,136.1,1.49
2021-01-01,02,Alcoholic Beverages & Tobacco,168.9,0.72
2021-01-01,03,Clothing & Footwear,93.3,-0.43
2021-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",121.3,-0.74
2021-01-01,05,Furnishings & Household Maintenance,117.1,0.17
2021-01-01,06,Health,124.4,0.73
2021-01-01,07,Transport,109.1,-5.13
2021-01-01,08,Information & Communication,97.5,0.0
2021-01-01,09,"Recreation, Sport & Culture",112.5,0.09
2021-01-01,10,Education,121.0,0.17
2021-01-01,11,Restaurant & Accommodation Services,132.5,-0.08
2021-01-01,12,Insurance & Financial Services,109.9,0.09
2021-01-01,13,Personal Care & Miscellaneous,116.8,1.83
2021-01-01,overall,Overall CPI,122.1,-0.25
2021-02-01,01,Food & Beverages,136.1,1.42
2021-02-01,02,Alcoholic Beverages & Tobacco,168.9,0.66
2021-02-01,03,Clothing & Footwear,93.3,-0.43
2021-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",121.6,-0.82
2021-02-01,05,Furnishings & Household Maintenance,117.3,0.26
2021-02-01,06,Health,124.5,0.73
2021-02-01,07,Transport,111.6,-2.02
2021-02-01,08,Information & Communication,97.5,0.0
2021-02-01,09,"Recreation, Sport & Culture",112.5,0.09
2021-02-01,10,Education,121.0,0.08
2021-02-01,11,Restaurant & Accommodation Services,132.4,-0.3
2021-02-01,12,Insurance & Financial Services,109.9,0.09
2021-02-01,13,Personal Care & Miscellaneous,116.4,1.57
2021-02-01,overall,Overall CPI,122.5,0.08
2021-03-01,01,Food & Beverages,136.1,1.49
2021-03-01,02,Alcoholic Beverages & Tobacco,169.0,0.6
2021-03-01,03,Clothing & Footwear,93.3,-0.32
2021-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",121.6,-0.82
2021-03-01,05,Furnishings & Household Maintenance,118.0,0.85
2021-03-01,06,Health,124.6,0.48
2021-03-01,07,Transport,114.2,9.81
2021-03-01,08,Information & Communication,97.5,0.0
2021-03-01,09,"Recreation, Sport & Culture",112.9,0.53
2021-03-01,10,Education,120.9,0.0
2021-03-01,11,Restaurant & Accommodation Services,132.5,0.0
2021-03-01,12,Insurance & Financial Services,109.9,0.0
2021-03-01,13,Personal Care & Miscellaneous,116.2,0.96
2021-03-01,overall,Overall CPI,122.9,1.65
2021-04-01,01,Food & Beverages,136.5,1.94
2021-04-01,02,Alcoholic Beverages & Tobacco,169.1,0.65
2021-04-01,03,Clothing & Footwear,93.2,-0.43
2021-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",121.7,3.14
2021-04-01,05,Furnishings & Household Maintenance,118.4,1.63
2021-04-01,06,Health,124.6,0.48
2021-04-01,07,Transport,114.3,27.0
2021-04-01,08,Information & Communication,97.5,0.0
2021-04-01,09,"Recreation, Sport & Culture",113.1,0.71
2021-04-01,10,Education,121.1,0.25
2021-04-01,11,Restaurant & Accommodation Services,132.7,0.15
2021-04-01,12,Insurance & Financial Services,109.9,0.0
2021-04-01,13,Personal Care & Miscellaneous,116.3,1.22
2021-04-01,overall,Overall CPI,123.1,4.68
2021-05-01,01,Food & Beverages,136.3,1.49
2021-05-01,02,Alcoholic Beverages & Tobacco,169.2,0.65
2021-05-01,03,Clothing & Footwear,93.1,-0.53
2021-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",121.7,3.22
2021-05-01,05,Furnishings & Household Maintenance,118.7,2.06
2021-05-01,06,Health,124.7,0.56
2021-05-01,07,Transport,114.5,25.96
2021-05-01,08,Information & Communication,97.5,0.0
2021-05-01,09,"Recreation, Sport & Culture",113.0,0.62
2021-05-01,10,Education,121.1,0.33
2021-05-01,11,Restaurant & Accommodation Services,132.8,0.15
2021-05-01,12,Insurance & Financial Services,109.9,0.0
2021-05-01,13,Personal Care & Miscellaneous,116.3,0.69
2021-05-01,overall,Overall CPI,123.1,4.41
2021-06-01,01,Food & Beverages,136.7,1.33
2021-06-01,02,Alcoholic Beverages & Tobacco,169.3,0.65
2021-06-01,03,Clothing & Footwear,93.1,-0.43
2021-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",121.7,3.22
2021-06-01,05,Furnishings & Household Maintenance,118.7,1.98
2021-06-01,06,Health,124.7,0.48
2021-06-01,07,Transport,114.3,16.63
2021-06-01,08,Information & Communication,97.5,0.0
2021-06-01,09,"Recreation, Sport & Culture",113.0,0.62
2021-06-01,10,Education,121.1,0.5
2021-06-01,11,Restaurant & Accommodation Services,132.8,0.53
2021-06-01,12,Insurance & Financial Services,109.9,0.0
2021-06-01,13,Personal Care & Miscellaneous,116.4,0.34
2021-06-01,overall,Overall CPI,123.2,3.44
2021-07-01,01,Food & Beverages,136.7,1.26
2021-07-01,02,Alcoholic Beverages & Tobacco,169.2,0.48
2021-07-01,03,Clothing & Footwear,93.1,-0.43
2021-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",118.7,0.68
2021-07-01,05,Furnishings & Household Maintenance,118.7,1.71
2021-07-01,06,Health,124.7,0.4
2021-07-01,07,Transport,114.7,11.58
2021-07-01,08,Information & Communication,97.5,0.0
2021-07-01,09,"Recreation, Sport & Culture",113.0,0.62
2021-07-01,10,Education,121.1,0.08
2021-07-01,11,Restaurant & Accommodation Services,132.9,0.68
2021-07-01,12,Insurance & Financial Services,109.9,0.0
2021-07-01,13,Personal Care & Miscellaneous,116.4,0.09
2021-07-01,overall,Overall CPI,122.5,2.17
2021-08-01,01,Food & Beverages,136.8,1.18
2021-08-01,02,Alcoholic Beverages & Tobacco,169.2,0.42
2021-08-01,03,Clothing & Footwear,93.1,-0.43
2021-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",118.8,0.59
2021-08-01,05,Furnishings & Household Maintenance,118.7,1.71
2021-08-01,06,Health,124.7,0.32
2021-08-01,07,Transport,114.6,11.05
2021-08-01,08,Information & Communication,97.5,0.0
2021-08-01,09,"Recreation, Sport & Culture",113.0,0.71
2021-08-01,10,Education,121.0,0.0
2021-08-01,11,Restaurant & Accommodation Services,132.9,0.61
2021-08-01,12,Insurance & Financial Services,109.9,0.0
2021-08-01,13,Personal Care & Miscellaneous,116.4,-0.6
2021-08-01,overall,Overall CPI,122.5,2.0
2021-09-01,01,Food & Beverages,137.6,1.85
2021-09-01,02,Alcoholic Beverages & Tobacco,169.3,0.36
2021-09-01,03,Clothing & Footwear,93.0,-0.53
2021-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",118.9,0.68
2021-09-01,05,Furnishings & Household Maintenance,118.8,1.71
2021-09-01,06,Health,124.7,0.32
2021-09-01,07,Transport,114.6,11.05
2021-09-01,08,Information & Communication,97.5,0.0
2021-09-01,09,"Recreation, Sport & Culture",113.0,0.62
2021-09-01,10,Education,121.0,-0.08
2021-09-01,11,Restaurant & Accommodation Services,132.7,0.3
2021-09-01,12,Insurance & Financial Services,109.9,0.0
2021-09-01,13,Personal Care & Miscellaneous,116.5,-0.51
2021-09-01,overall,Overall CPI,122.8,2.25
2021-10-01,01,Food & Beverages,137.9,1.92
2021-10-01,02,Alcoholic Beverages & Tobacco,169.2,0.3
2021-10-01,03,Clothing & Footwear,93.0,-0.43
2021-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",121.9,3.22
2021-10-01,05,Furnishings & Household Maintenance,119.3,2.14
2021-10-01,06,Health,124.7,0.24
2021-10-01,07,Transport,114.8,11.35
2021-10-01,08,Information & Communication,97.5,0.0
2021-10-01,09,"Recreation, Sport & Culture",112.6,0.18
2021-10-01,10,Education,121.0,-0.08
2021-10-01,11,Restaurant & Accommodation Services,133.1,0.6
2021-10-01,12,Insurance & Financial Services,109.9,0.0
2021-10-01,13,Personal Care & Miscellaneous,116.8,-0.17
2021-10-01,overall,Overall CPI,123.7,2.91
2021-11-01,01,Food & Beverages,138.7,2.66
2021-11-01,02,Alcoholic Beverages & Tobacco,169.3,0.3
2021-11-01,03,Clothing & Footwear,93.0,-0.43
2021-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",122.2,3.38
2021-11-01,05,Furnishings & Household Maintenance,119.7,2.57
2021-11-01,06,Health,124.7,0.24
2021-11-01,07,Transport,115.1,12.73
2021-11-01,08,Information & Communication,97.5,0.0
2021-11-01,09,"Recreation, Sport & Culture",112.6,0.18
2021-11-01,10,Education,121.1,0.08
2021-11-01,11,Restaurant & Accommodation Services,133.5,0.91
2021-11-01,12,Insurance & Financial Services,109.9,0.0
2021-11-01,13,Personal Care & Miscellaneous,117.0,0.09
2021-11-01,overall,Overall CPI,124.0,3.33
2021-12-01,01,Food & Beverages,140.1,3.17
2021-12-01,02,Alcoholic Beverages & Tobacco,169.3,0.3
2021-12-01,03,Clothing & Footwear,93.0,-0.43
2021-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",122.2,3.38
2021-12-01,05,Furnishings & Household Maintenance,120.0,2.74
2021-12-01,06,Health,124.7,0.24
2021-12-01,07,Transport,115.2,9.51
2021-12-01,08,Information & Communication,97.5,0.0
2021-12-01,09,"Recreation, Sport & Culture",112.9,0.44
2021-12-01,10,Education,121.2,0.17
2021-12-01,11,Restaurant & Accommodation Services,134.0,1.28
2021-12-01,12,Insurance & Financial Services,109.9,0.0
2021-12-01,13,Personal Care & Miscellaneous,117.2,0.43
2021-12-01,overall,Overall CPI,124.5,3.23
2022-01-01,01,Food & Beverages,141.0,3.6
2022-01-01,02,Alcoholic Beverages & Tobacco,169.5,0.36
2022-01-01,03,Clothing & Footwear,93.0,-0.32
2022-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",122.2,0.74
2022-01-01,05,Furnishings & Household Maintenance,120.7,3.07
2022-01-01,06,Health,124.8,0.32
2022-01-01,07,Transport,115.7,6.05
2022-01-01,08,Information & Communication,97.5,0.0
2022-01-01,09,"Recreation, Sport & Culture",113.8,1.16
2022-01-01,10,Education,121.8,0.66
2022-01-01,11,Restaurant & Accommodation Services,135.3,2.11
2022-01-01,12,Insurance & Financial Services,109.9,0.0
2022-01-01,13,Personal Care & Miscellaneous,117.5,0.6
2022-01-01,overall,Overall CPI,124.9,2.29
2022-02-01,01,Food & Beverages,141.2,3.75
2022-02-01,02,Alcoholic Beverages & Tobacco,169.5,0.36
2022-02-01,03,Clothing & Footwear,93.1,-0.21
2022-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",122.6,0.82
2022-02-01,05,Furnishings & Household Maintenance,121.0,3.15
2022-02-01,06,Health,125.1,0.48
2022-02-01,07,Transport,115.9,3.85
2022-02-01,08,Information & Communication,97.5,0.0
2022-02-01,09,"Recreation, Sport & Culture",114.3,1.6
2022-02-01,10,Education,121.9,0.74
2022-02-01,11,Restaurant & Accommodation Services,135.8,2.57
2022-02-01,12,Insurance & Financial Services,109.9,0.0
2022-02-01,13,Personal Care & Miscellaneous,117.7,1.12
2022-02-01,overall,Overall CPI,125.2,2.2
2022-03-01,01,Food & Beverages,141.6,4.04
2022-03-01,02,Alcoholic Beverages & Tobacco,169.8,0.47
2022-03-01,03,Clothing & Footwear,93.0,-0.32
2022-03-01,04,"Housing, Water, Electricity, Gas & Other Fuels",122.7,0.9
2022-03-01,05,Furnishings & Household Maintenance,121.5,2.97
2022-03-01,06,Health,124.8,0.16
2022-03-01,07,Transport,117.2,2.63
2022-03-01,08,Information & Communication,97.5,0.0
2022-03-01,09,"Recreation, Sport & Culture",114.1,1.06
2022-03-01,10,Education,122.0,0.91
2022-03-01,11,Restaurant & Accommodation Services,136.4,2.94
2022-03-01,12,Insurance & Financial Services,109.9,0.0
2022-03-01,13,Personal Care & Miscellaneous,118.4,1.89
2022-03-01,overall,Overall CPI,125.6,2.2
2022-04-01,01,Food & Beverages,142.1,4.1
2022-04-01,02,Alcoholic Beverages & Tobacco,169.9,0.47
2022-04-01,03,Clothing & Footwear,93.0,-0.21
2022-04-01,04,"Housing, Water, Electricity, Gas & Other Fuels",122.7,0.82
2022-04-01,05,Furnishings & Household Maintenance,121.6,2.7
2022-04-01,06,Health,124.9,0.24
2022-04-01,07,Transport,117.7,2.97
2022-04-01,08,Information & Communication,97.5,0.0
2022-04-01,09,"Recreation, Sport & Culture",114.6,1.33
2022-04-01,10,Education,122.3,0.99
2022-04-01,11,Restaurant & Accommodation Services,136.9,3.17
2022-04-01,12,Insurance & Financial Services,109.9,0.0
2022-04-01,13,Personal Care & Miscellaneous,118.4,1.81
2022-04-01,overall,Overall CPI,125.9,2.27
2022-05-01,01,Food & Beverages,143.4,5.21
2022-05-01,02,Alcoholic Beverages & Tobacco,169.9,0.41
2022-05-01,03,Clothing & Footwear,93.1,0.0
2022-05-01,04,"Housing, Water, Electricity, Gas & Other Fuels",123.1,1.15
2022-05-01,05,Furnishings & Household Maintenance,122.2,2.95
2022-05-01,06,Health,125.2,0.4
2022-05-01,07,Transport,119.0,3.93
2022-05-01,08,Information & Communication,97.5,0.0
2022-05-01,09,"Recreation, Sport & Culture",115.0,1.77
2022-05-01,10,Education,122.3,0.99
2022-05-01,11,Restaurant & Accommodation Services,137.7,3.69
2022-05-01,12,Insurance & Financial Services,109.9,0.0
2022-05-01,13,Personal Care & Miscellaneous,118.5,1.89
2022-05-01,overall,Overall CPI,126.6,2.84
2022-06-01,01,Food & Beverages,145.1,6.14
2022-06-01,02,Alcoholic Beverages & Tobacco,170.0,0.41
2022-06-01,03,Clothing & Footwear,93.3,0.21
2022-06-01,04,"Housing, Water, Electricity, Gas & Other Fuels",123.1,1.15
2022-06-01,05,Furnishings & Household Maintenance,122.7,3.37
2022-06-01,06,Health,125.4,0.56
2022-06-01,07,Transport,120.5,5.42
2022-06-01,08,Information & Communication,97.5,0.0
2022-06-01,09,"Recreation, Sport & Culture",115.5,2.21
2022-06-01,10,Education,122.4,1.07
2022-06-01,11,Restaurant & Accommodation Services,139.5,5.05
2022-06-01,12,Insurance & Financial Services,110.2,0.27
2022-06-01,13,Personal Care & Miscellaneous,119.0,2.23
2022-06-01,overall,Overall CPI,127.4,3.41
2022-07-01,01,Food & Beverages,146.1,6.88
2022-07-01,02,Alcoholic Beverages & Tobacco,170.2,0.59
2022-07-01,03,Clothing & Footwear,93.4,0.32
2022-07-01,04,"Housing, Water, Electricity, Gas & Other Fuels",123.2,3.79
2022-07-01,05,Furnishings & Household Maintenance,123.4,3.96
2022-07-01,06,Health,125.7,0.8
2022-07-01,07,Transport,121.1,5.58
2022-07-01,08,Information & Communication,97.5,0.0
2022-07-01,09,"Recreation, Sport & Culture",115.8,2.48
2022-07-01,10,Education,122.5,1.16
2022-07-01,11,Restaurant & Accommodation Services,140.6,5.79
2022-07-01,12,Insurance & Financial Services,110.2,0.27
2022-07-01,13,Personal Care & Miscellaneous,118.9,2.15
2022-07-01,overall,Overall CPI,127.9,4.41
2022-08-01,01,Food & Beverages,146.6,7.16
2022-08-01,02,Alcoholic Beverages & Tobacco,170.3,0.65
2022-08-01,03,Clothing & Footwear,93.4,0.32
2022-08-01,04,"Housing, Water, Electricity, Gas & Other Fuels",123.7,4.12
2022-08-01,05,Furnishings & Household Maintenance,123.8,4.3
2022-08-01,06,Health,125.8,0.88
2022-08-01,07,Transport,120.6,5.24
2022-08-01,08,Information & Communication,97.5,0.0
2022-08-01,09,"Recreation, Sport & Culture",116.1,2.74
2022-08-01,10,Education,122.5,1.24
2022-08-01,11,Restaurant & Accommodation Services,141.4,6.4
2022-08-01,12,Insurance & Financial Services,110.2,0.27
2022-08-01,13,Personal Care & Miscellaneous,119.2,2.41
2022-08-01,overall,Overall CPI,128.2,4.65
2022-09-01,01,Food & Beverages,147.0,6.83
2022-09-01,02,Alcoholic Beverages & Tobacco,170.5,0.71
2022-09-01,03,Clothing & Footwear,93.4,0.43
2022-09-01,04,"Housing, Water, Electricity, Gas & Other Fuels",123.7,4.04
2022-09-01,05,Furnishings & Household Maintenance,124.0,4.38
2022-09-01,06,Health,125.9,0.96
2022-09-01,07,Transport,120.7,5.32
2022-09-01,08,Information & Communication,97.5,0.0
2022-09-01,09,"Recreation, Sport & Culture",116.5,3.1
2022-09-01,10,Education,122.6,1.32
2022-09-01,11,Restaurant & Accommodation Services,141.8,6.86
2022-09-01,12,Insurance & Financial Services,110.2,0.27
2022-09-01,13,Personal Care & Miscellaneous,119.3,2.4
2022-09-01,overall,Overall CPI,128.3,4.48
2022-10-01,01,Food & Beverages,147.7,7.11
2022-10-01,02,Alcoholic Beverages & Tobacco,170.6,0.83
2022-10-01,03,Clothing & Footwear,93.4,0.43
2022-10-01,04,"Housing, Water, Electricity, Gas & Other Fuels",123.7,1.48
2022-10-01,05,Furnishings & Household Maintenance,124.2,4.11
2022-10-01,06,Health,126.0,1.04
2022-10-01,07,Transport,120.8,5.23
2022-10-01,08,Information & Communication,97.5,0.0
2022-10-01,09,"Recreation, Sport & Culture",116.4,3.37
2022-10-01,10,Education,122.7,1.4
2022-10-01,11,Restaurant & Accommodation Services,142.2,6.84
2022-10-01,12,Insurance & Financial Services,110.2,0.27
2022-10-01,13,Personal Care & Miscellaneous,119.6,2.4
2022-10-01,overall,Overall CPI,128.6,3.96
2022-11-01,01,Food & Beverages,148.8,7.28
2022-11-01,02,Alcoholic Beverages & Tobacco,170.7,0.83
2022-11-01,03,Clothing & Footwear,93.4,0.43
2022-11-01,04,"Housing, Water, Electricity, Gas & Other Fuels",123.9,1.39
2022-11-01,05,Furnishings & Household Maintenance,124.3,3.84
2022-11-01,06,Health,126.4,1.36
2022-11-01,07,Transport,120.8,4.95
2022-11-01,08,Information & Communication,97.5,0.0
2022-11-01,09,"Recreation, Sport & Culture",116.6,3.55
2022-11-01,10,Education,122.9,1.49
2022-11-01,11,Restaurant & Accommodation Services,142.9,7.04
2022-11-01,12,Insurance & Financial Services,110.2,0.27
2022-11-01,13,Personal Care & Miscellaneous,120.0,2.56
2022-11-01,overall,Overall CPI,129.0,4.03
2022-12-01,01,Food & Beverages,149.6,6.78
2022-12-01,02,Alcoholic Beverages & Tobacco,170.5,0.71
2022-12-01,03,Clothing & Footwear,93.4,0.43
2022-12-01,04,"Housing, Water, Electricity, Gas & Other Fuels",124.0,1.47
2022-12-01,05,Furnishings & Household Maintenance,124.4,3.67
2022-12-01,06,Health,126.3,1.28
2022-12-01,07,Transport,120.9,4.95
2022-12-01,08,Information & Communication,97.4,-0.1
2022-12-01,09,"Recreation, Sport & Culture",115.6,2.39
2022-12-01,10,Education,122.9,1.4
2022-12-01,11,Restaurant & Accommodation Services,143.9,7.39
2022-12-01,12,Insurance & Financial Services,110.2,0.27
2022-12-01,13,Personal Care & Miscellaneous,119.9,2.3
2022-12-01,overall,Overall CPI,129.2,3.78
2023-01-01,01,Food & Beverages,150.5,6.74
2023-01-01,02,Alcoholic Beverages & Tobacco,170.8,0.77
2023-01-01,03,Clothing & Footwear,93.5,0.54
2023-01-01,04,"Housing, Water, Electricity, Gas & Other Fuels",124.0,1.47
2023-01-01,05,Furnishings & Household Maintenance,124.9,3.48
2023-01-01,06,Health,126.8,1.6
2023-01-01,07,Transport,120.3,3.98
2023-01-01,08,Information & Communication,96.1,-1.44
2023-01-01,09,"Recreation, Sport & Culture",116.9,2.72
2023-01-01,10,Education,123.4,1.31
2023-01-01,11,Restaurant & Accommodation Services,144.5,6.8
2023-01-01,12,Insurance & Financial Services,110.2,0.27
2023-01-01,13,Personal Care & Miscellaneous,120.2,2.3
2023-01-01,overall,Overall CPI,129.5,3.68
2023-02-01,01,Food & Beverages,151.1,7.01
2023-02-01,02,Alcoholic Beverages & Tobacco,170.8,0.77
2023-02-01,03,Clothing & Footwear,93.5,0.43
2023-02-01,04,"Housing, Water, Electricity, Gas & Other Fuels",124.7,1.71
2023-02-01,05,Furnishings & Household Maintenance,125.1,3.39
2023-02-01,06,Health,127.4,1.84
2023-02-01,07,Transport,120.2,3.71
2023-02-01,08,Information & Communication,96.1,-1.44
2023-02-01,09,"Recreation, Sport & Culture",116.3,1.75
